headword	headword_pos	category	relation	collocation	normalized_collocation	confidence	_source_file	_target_hint	headword_norm	collocation_norm	confidence_score	quarantine_reason
grip	noun	VERB + GRIP	verb_object_or_verb_head	etc.)	etc.)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	grip	etc.)	0.9	noise_or_fragment_filter
grit	noun	VERB + GRIT	verb_object_or_verb_head	have Dan’t give in yet	have dan’t give in yet	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	grit	have dan’t give in yet	0.9	noise_or_fragment_filter
grounding	noun	VERB + GROUNDING	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	grounding	give (sb)	0.9	noise_or_fragment_filter
guarantee	noun	VERB + GUARANTEE	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guarantee	offer (sb)	0.9	noise_or_fragment_filter
guarantee	noun	VERB + GUARANTEE	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guarantee	give (sb)	0.9	noise_or_fragment_filter
guidance	noun	VERB + GUIDANCE	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guidance	give (sb)	0.9	noise_or_fragment_filter
guidance	noun	VERB + GUIDANCE	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guidance	offer (sb)	0.9	noise_or_fragment_filter
guide	noun	VERB + GUIDE	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guide	give (sb)	0.9	noise_or_fragment_filter
guitar	noun	VERB + GUITAR	verb_object_or_verb_head	tune (up)	tune (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	guitar	tune (up)	0.9	noise_or_fragment_filter
gum	noun	VERB + GUN	verb_object_or_verb_head	have Look out!	have look out!	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	gum	have look out!	0.9	noise_or_fragment_filter
habit	noun	VERB + HABIT	verb_object_or_verb_head	fall Into	fall into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	habit	fall into	0.9	noise_or_fragment_filter
hallucination	noun	VERB + HALLUCINATION	verb_object_or_verb_head	have For a mament	have for a mament	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hallucination	have for a mament	0.9	noise_or_fragment_filter
handout	noun	VERB + HANDOUT	verb_object_or_verb_head	glve (sb)	glve (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	handout	glve (sb)	0.9	noise_or_fragment_filter
happiness	noun	VERB + HAPPINESS	verb_object_or_verb_head	bring (sb)	bring (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	happiness	bring (sb)	0.9	noise_or_fragment_filter
happiness	noun	VERB + HAPPINESS	verb_object_or_verb_head	buy (sb)	buy (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	happiness	buy (sb)	0.9	noise_or_fragment_filter
harassment	noun	VERB + HARASSMENT	verb_object_or_verb_head	be subjected } to	be subjected } to	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	harassment	be subjected } to	0.9	noise_or_fragment_filter
hardware	noun	VERB + HARM	verb_object_or_verb_head	mean (sb)	mean (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hardware	mean (sb)	0.9	noise_or_fragment_filter
headlights	noun	VERB + HEADLINE	verb_object_or_verb_head	make ~s	make ~s	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	headlights	make ~s	0.9	noise_or_fragment_filter
hearsay	noun	VERB + HEART	verb_object_or_verb_head	pour out Finally	pour out finally	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hearsay	pour out finally	0.9	noise_or_fragment_filter
heave	noun	VERB + HEAVE	verb_object_or_verb_head	give (sth)	give (sth)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	heave	give (sth)	0.9	noise_or_fragment_filter
hepatitis	noun	VERB + HEPATITIS	verb_object_or_verb_head	be Infected with	be infected with	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hepatitis	be infected with	0.9	noise_or_fragment_filter
herb	noun	VERB + HERB	verb_object_or_verb_head	garnish sth with Serve cold	garnish sth with serve cold	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	herb	garnish sth with serve cold	0.9	noise_or_fragment_filter
hint	noun	VERB + HINT	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hint	give (sb)	0.9	noise_or_fragment_filter
hit	noun	VERB + HIT	verb_object_or_verb_head	glve sth	glve sth	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hit	glve sth	0.9	noise_or_fragment_filter
hole	noun	VERB + HOLE	verb_object_or_verb_head	fill(in)	fill(in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hole	fill(in)	0.9	noise_or_fragment_filter
homeland	noun	VERB + HOMELAND	verb_object_or_verb_head	leave During the war	leave during the war	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	homeland	leave during the war	0.9	noise_or_fragment_filter
homework	noun	VERB + HOMEWORK	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	homework	give (sb)	0.9	noise_or_fragment_filter
homework	noun	VERB + HOMEWORK	verb_object_or_verb_head	set (sb)	set (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	homework	set (sb)	0.9	noise_or_fragment_filter
honour	noun	VERB + HONOUR	verb_object_or_verb_head	award (sb)	award (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	honour	award (sb)	0.9	noise_or_fragment_filter
hope	verb	VERB + HOPE	verb_object_or_verb_head	(not) dare (to)	(not) dare (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hope	(not) dare (to)	0.9	noise_or_fragment_filter
house	noun	VERB + HOUSE	verb_object_or_verb_head	let (out)	let (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	house	let (out)	0.9	noise_or_fragment_filter
house	noun	VERB + HOUSE	verb_object_or_verb_head	play (at)	play (at)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	house	play (at)	0.9	noise_or_fragment_filter
hunch	noun	VERB + HUNCH	verb_object_or_verb_head	play Acting on a hunch	play acting on a hunch	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hunch	play acting on a hunch	0.9	noise_or_fragment_filter
hunting	noun	VERB + HUNTING	verb_object_or_verb_head	ban Should fox-hunting be banned?	ban should fox-hunting be banned?	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hunting	ban should fox-hunting be banned?	0.9	noise_or_fragment_filter
hurdle	noun	VERB + HURDLE	verb_object_or_verb_head	jump (over)	jump (over)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	hurdle	jump (over)	0.9	noise_or_fragment_filter
icon	noun	VERB + ICON	verb_object_or_verb_head	click (on)	click (on)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	icon	click (on)	0.9	noise_or_fragment_filter
if rug	noun	VERB + RUG	verb_object_or_verb_head	spread There	spread there	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	if rug	spread there	0.9	noise_or_fragment_filter
ill-treatment	noun	VERB + ILLUMINATE	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	ill-treatment	help (to)	0.9	noise_or_fragment_filter
illusion	noun	VERB + ILLUSION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	illusion	give (sb)	0.9	noise_or_fragment_filter
illusion	noun	VERB + ILLUSION	verb_object_or_verb_head	shatter Within the	shatter within the	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	illusion	shatter within the	0.9	noise_or_fragment_filter
illustrate	verb	VERB + ILLUSTRATE	verb_object_or_verb_head	be Intended to	be intended to	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	illustrate	be intended to	0.9	noise_or_fragment_filter
illustration	noun	VERB + ILLUSTRATION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	illustration	give (sb)	0.9	noise_or_fragment_filter
impact	noun	VERB + IMPACT	verb_object_or_verb_head	lose When peace re turned	lose when peace re turned	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	impact	lose when peace re turned	0.9	noise_or_fragment_filter
impression	noun	VERB + IMPRESSION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	impression	give (sb)	0.9	noise_or_fragment_filter
impulse	noun	VERB + IMPULSE	verb_object_or_verb_head	act on Acting on impulse	act on acting on impulse	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	impulse	act on acting on impulse	0.9	noise_or_fragment_filter
inclusive	adjective	VERB + INCOME	verb_object_or_verb_head	exceed For 2001	exceed for 2001	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inclusive	exceed for 2001	0.9	noise_or_fragment_filter
inconvenience	noun	VERB + INCONVENIENCE	verb_object_or_verb_head	cause (sb)	cause (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inconvenience	cause (sb)	0.9	noise_or_fragment_filter
index	noun	VERB + INDEX	verb_object_or_verb_head	be in Although the book	be in although the book	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	index	be in although the book	0.9	noise_or_fragment_filter
indication	noun	VERB + INDICATION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	indication	give (sb)	0.9	noise_or_fragment_filter
indifference	noun	VERB + INDIFFERENCE	verb_object_or_verb_head	be met with Con	be met with con	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	indifference	be met with con	0.9	noise_or_fragment_filter
indulge	verb	VERB + INDULGENCE	verb_object_or_verb_head	grant (law)	grant (law)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	indulge	grant (law)	0.9	noise_or_fragment_filter
indulge	verb	VERB + INDULGENCE	verb_object_or_verb_head	show (sb)	show (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	indulge	show (sb)	0.9	noise_or_fragment_filter
infinity	noun	VERB + INFINITY	verb_object_or_verb_head	stretch Into/to	stretch into/to	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	infinity	stretch into/to	0.9	noise_or_fragment_filter
inheritance	noun	VERB + INHERITANCE	verb_object_or_verb_head	claim When his father died	claim when his father died	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inheritance	claim when his father died	0.9	noise_or_fragment_filter
inhibition	noun	VERB + INHIBITION	verb_object_or_verb_head	have (no)	have (no)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inhibition	have (no)	0.9	noise_or_fragment_filter
inhibition	noun	VERB + INHIBITION	verb_object_or_verb_head	show (no)	show (no)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inhibition	show (no)	0.9	noise_or_fragment_filter
injunction	noun	VERB + INJUNCTION	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	injunction	grant (sb)	0.9	noise_or_fragment_filter
injustice	noun	VERB + INJUSTICE	verb_object_or_verb_head	cause (Jaw)	cause (jaw)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	injustice	cause (jaw)	0.9	noise_or_fragment_filter
inkling	noun	VERB + INKLING	verb_object_or_verb_head	have (no)	have (no)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inkling	have (no)	0.9	noise_or_fragment_filter
inkling	noun	VERB + INKLING	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inkling	give (sb)	0.9	noise_or_fragment_filter
insight	noun	VERB + INSIGHT	verb_object_or_verb_head	allow (sb)	allow (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	insight	allow (sb)	0.9	noise_or_fragment_filter
insight	noun	VERB + INSIGHT	verb_object_or_verb_head	afford (sb)	afford (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	insight	afford (sb)	0.9	noise_or_fragment_filter
insight	noun	VERB + INSIGHT	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	insight	give (sb)	0.9	noise_or_fragment_filter
insight	noun	VERB + INSIGHT	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	insight	offer (sb)	0.9	noise_or_fragment_filter
inspiration	noun	VERB + INSTALMENT	verb_object_or_verb_head	pay (off)	pay (off)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	inspiration	pay (off)	0.9	noise_or_fragment_filter
instruct	verb	VERB + INSTRUCTIONS	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	instruct	give (sb)	0.9	noise_or_fragment_filter
intensity	noun	VERB + INTENSITY	verb_object_or_verb_head	reduce (in)	reduce (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	intensity	reduce (in)	0.9	noise_or_fragment_filter
interest	noun	VERB + INTEREST	verb_object_or_verb_head	sustain Despite intensive publicity	sustain despite intensive publicity	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	interest	sustain despite intensive publicity	0.9	noise_or_fragment_filter
interesting	adjective	VERB + INTERFERE	verb_object_or_verb_head	[ll leave	[ll leave	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	interesting	[ll leave	0.9	noise_or_fragment_filter
intervene	verb	VERB + INTERVIEW	verb_object_or_verb_head	glve (sb)	glve (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	intervene	glve (sb)	0.9	noise_or_fragment_filter
intervene	verb	VERB + INTERVIEW	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	intervene	grant (sb)	0.9	noise_or_fragment_filter
ir poignant	adjective	VERB + POINT	verb_object_or_verb_head	reach Pvegot to the point(=ina	reach pvegot to the point(=ina	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	ir poignant	reach pvegot to the point(=ina	0.9	noise_or_fragment_filter
iron	noun	VERB + IRON	verb_object_or_verb_head	use Usea cool ironon synthetics	use usea cool ironon synthetics	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	iron	use usea cool ironon synthetics	0.9	noise_or_fragment_filter
jackpot	noun	VERB + JACKPOT	verb_object_or_verb_head	‘Guys and Dolls’	‘guys and dolls’	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jackpot	‘guys and dolls’	0.9	noise_or_fragment_filter
jam	noun	VERB + JAM	verb_object_or_verb_head	make	make	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jam	make	0.9	noise_or_fragment_filter
jam	noun	VERB + JAM	verb_object_or_verb_head	spread (sth with)	spread (sth with)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jam	spread (sth with)	0.9	noise_or_fragment_filter
jargon	noun	VERB + JARGON	verb_object_or_verb_head	speak (in)	speak (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jargon	speak (in)	0.9	noise_or_fragment_filter
jelly	noun	VERB + JELLY	verb_object_or_verb_head	make Shall	make shall	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jelly	make shall	0.9	noise_or_fragment_filter
job	noun	VERB + JOB	verb_object_or_verb_head	work as~	work as~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	job	work as~	0.9	noise_or_fragment_filter
job	noun	VERB + JOB	verb_object_or_verb_head	train to be~	train to be~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	job	train to be~	0.9	noise_or_fragment_filter
job	noun	VERB + JOB	verb_object_or_verb_head	qualify as~	qualify as~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	job	qualify as~	0.9	noise_or_fragment_filter
job	noun	VERB + JOB	verb_object_or_verb_head	take on~	take on~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	job	take on~	0.9	noise_or_fragment_filter
job	noun	VERB + JOB	verb_object_or_verb_head	sack~	sack~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	job	sack~	0.9	noise_or_fragment_filter
judge	verb	VERB + JUDGE	verb_object_or_verb_head	be Impos- sible to	be impos- sible to	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	judge	be impos- sible to	0.9	noise_or_fragment_filter
jug	noun	VERB + JUG	verb_object_or_verb_head	pour sth Into	pour sth into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	jug	pour sth into	0.9	noise_or_fragment_filter
justice	noun	VERB + JUSTICE	verb_object_or_verb_head	want All	want all	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	justice	want all	0.9	noise_or_fragment_filter
justice	noun	VERB + JUSTICE	verb_object_or_verb_head	do Justice must bedonein everycase	do justice must bedonein everycase	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	justice	do justice must bedonein everycase	0.9	noise_or_fragment_filter
justification	noun	VERB + JUSTIFICATION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	justification	give (sb)	0.9	noise_or_fragment_filter
kill	verb	VERB + KILL	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	kill	help (to)	0.9	noise_or_fragment_filter
king	noun	VERB + KING	verb_object_or_verb_head	crown (sb)	crown (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	king	crown (sb)	0.9	noise_or_fragment_filter
knife	noun	VERB + KNIFE	verb_object_or_verb_head	draw (out)	draw (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	knife	draw (out)	0.9	noise_or_fragment_filter
knife	noun	VERB + KNIFE	verb_object_or_verb_head	pull (out)	pull (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	knife	pull (out)	0.9	noise_or_fragment_filter
ladder	noun	VERB + LADDER	verb_object_or_verb_head	climb (up)	climb (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	ladder	climb (up)	0.9	noise_or_fragment_filter
last	verb	VERB + LAST	verb_object_or_verb_head	could (not)	could (not)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	last	could (not)	0.9	noise_or_fragment_filter
last	verb	VERB + LAST	verb_object_or_verb_head	would (not)	would (not)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	last	would (not)	0.9	noise_or_fragment_filter
latitude	noun	VERB + LATITUDE	verb_object_or_verb_head	allow (sb)	allow (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	latitude	allow (sb)	0.9	noise_or_fragment_filter
laughter	noun	VERB + LAUGHTER	verb_object_or_verb_head	dissolve Into/with	dissolve into/with	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	laughter	dissolve into/with	0.9	noise_or_fragment_filter
leader	noun	VERB + LEADER	verb_object_or_verb_head	elect (sb)	elect (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	leader	elect (sb)	0.9	noise_or_fragment_filter
leadership	noun	VERB + LEADERSHIP	verb_object_or_verb_head	take on/over When Smith died	take on/over when smith died	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	leadership	take on/over when smith died	0.9	noise_or_fragment_filter
leak	noun	VERB + LEAK	verb_object_or_verb_head	spot Fortunately	spot fortunately	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	leak	spot fortunately	0.9	noise_or_fragment_filter
lease	noun	VERB + LEASE	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lease	grant (sb)	0.9	noise_or_fragment_filter
lease	noun	VERB + LEASE	verb_object_or_verb_head	sell (sb)	sell (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lease	sell (sb)	0.9	noise_or_fragment_filter
leg	noun	VERB + LEGACY	verb_object_or_verb_head	leave (sb)	leave (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	leg	leave (sb)	0.9	noise_or_fragment_filter
leg	noun	VERB + LEGEND	verb_object_or_verb_head	tell (sb)	tell (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	leg	tell (sb)	0.9	noise_or_fragment_filter
lesson	noun	VERB + LESSON	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lesson	give (sb)	0.9	noise_or_fragment_filter
lesson	noun	VERB + LESSON	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lesson	offer (sb)	0.9	noise_or_fragment_filter
liar	noun	VERB + LIAR	verb_object_or_verb_head	call sb Areyoucalling mea liar?	call sb areyoucalling mea liar?	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	liar	call sb areyoucalling mea liar?	0.9	noise_or_fragment_filter
libel	noun	VERB + LIBEL	verb_object_or_verb_head	sue(sb)for	sue(sb)for	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	libel	sue(sb)for	0.9	noise_or_fragment_filter
library	noun	VERB + LIBRARY	verb_object_or_verb_head	build (up)	build (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	library	build (up)	0.9	noise_or_fragment_filter
licence	noun	VERB + LICENCE	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	licence	grant (sb)	0.9	noise_or_fragment_filter
lie	noun	VERB + LIE	verb_object_or_verb_head	tell(sb)	tell(sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lie	tell(sb)	0.9	noise_or_fragment_filter
life	noun	VERB + LIFE	verb_object_or_verb_head	} membership	} membership	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	life	} membership	0.9	noise_or_fragment_filter
lifeline	noun	VERB + LIFELINE	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lifeline	offer (sb)	0.9	noise_or_fragment_filter
lifetime	noun	VERB + LIFETIME	verb_object_or_verb_head	take (sb)	take (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lifetime	take (sb)	0.9	noise_or_fragment_filter
lifetime	noun	VERB + LIFETIME	verb_object_or_verb_head	last(sb)	last(sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	lifetime	last(sb)	0.9	noise_or_fragment_filter
light	noun	VERB + LIGHT	verb_object_or_verb_head	give (out)	give (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	light	give (out)	0.9	noise_or_fragment_filter
light	noun	VERB + LIGHT	verb_object_or_verb_head	daz~ zle sb	daz~ zle sb	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	light	daz~ zle sb	0.9	noise_or_fragment_filter
link	noun	VERB + LINK	verb_object_or_verb_head	strangthen {	strangthen {	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	link	strangthen {	0.9	noise_or_fragment_filter
loo	noun	VERB + LOO	verb_object_or_verb_head	use Can	use can	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	loo	use can	0.9	noise_or_fragment_filter
look	noun	VERB + LOOK	verb_object_or_verb_head	cast (sb)	cast (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	look	cast (sb)	0.9	noise_or_fragment_filter
look	noun	VERB + LOOK	verb_object_or_verb_head	dart (sb)	dart (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	look	dart (sb)	0.9	noise_or_fragment_filter
look	noun	VERB + LOOK	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	look	give (sb)	0.9	noise_or_fragment_filter
look	noun	VERB + LOOK	verb_object_or_verb_head	shoot (sb)	shoot (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	look	shoot (sb)	0.9	noise_or_fragment_filter
look	noun	VERB + LOOK	verb_object_or_verb_head	throw (sb)	throw (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	look	throw (sb)	0.9	noise_or_fragment_filter
luck	noun	VERB + LUCK	verb_object_or_verb_head	bring (sb)	bring (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	luck	bring (sb)	0.9	noise_or_fragment_filter
malice	noun	VERB + MALICE	verb_object_or_verb_head	bear (sb)	bear (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	malice	bear (sb)	0.9	noise_or_fragment_filter
manage	verb	VERB + MANAGE	verb_object_or_verb_head	can/could Can you man- age?	can/could can you man- age?	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	manage	can/could can you man- age?	0.9	noise_or_fragment_filter
margarine	noun	VERB + MARGARINE	verb_object_or_verb_head	beat (in)	beat (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	margarine	beat (in)	0.9	noise_or_fragment_filter
mark	noun	VERB + MARK	verb_object_or_verb_head	glve sb	glve sb	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mark	glve sb	0.9	noise_or_fragment_filter
martial law	noun	VERB + MARTYR	verb_object_or_verb_head	play Stop playing the martyr	play stop playing the martyr	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	martial law	play stop playing the martyr	0.9	noise_or_fragment_filter
matter	noun	VERB + MATTER	verb_object_or_verb_head	take further After legal advice	take further after legal advice	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	matter	take further after legal advice	0.9	noise_or_fragment_filter
matter	noun	VERB + MATTER	verb_object_or_verb_head	tack!	tack!	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	matter	tack!	0.9	noise_or_fragment_filter
meaning	noun	VERB + MEANING	verb_object_or_verb_head	lose After his death	lose after his death	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	meaning	lose after his death	0.9	noise_or_fragment_filter
means	noun	VERB + MEANS	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	means	offer (sb)	0.9	noise_or_fragment_filter
medal	noun	VERB + MEDAL	verb_object_or_verb_head	award (sb)	award (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	medal	award (sb)	0.9	noise_or_fragment_filter
memo	noun	VERB + MEMO	verb_object_or_verb_head	send (out)	send (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	memo	send (out)	0.9	noise_or_fragment_filter
memory	noun	VERB + MEMORY	verb_object_or_verb_head	stir (up)	stir (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	memory	stir (up)	0.9	noise_or_fragment_filter
midnight	noun	VERB + MIDNIGHT	verb_object_or_verb_head	strike Downstairs in the hall	strike downstairs in the hall	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	midnight	strike downstairs in the hall	0.9	noise_or_fragment_filter
miserable	adjective	VERB + MISERY	verb_object_or_verb_head	bring (sb)	bring (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	miserable	bring (sb)	0.9	noise_or_fragment_filter
miserable	adjective	VERB + MISERY	verb_object_or_verb_head	cause (sb)	cause (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	miserable	cause (sb)	0.9	noise_or_fragment_filter
mistake	noun	VERB + MISTAKE	verb_object_or_verb_head	realize Too late	realize too late	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mistake	realize too late	0.9	noise_or_fragment_filter
mistake	noun	VERB + MISTAKE	verb_object_or_verb_head	admit (to)	admit (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mistake	admit (to)	0.9	noise_or_fragment_filter
mistake	verb	VERB + MISTAKE	verb_object_or_verb_head	can’t	can’t	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mistake	can’t	0.9	noise_or_fragment_filter
